client_recieve_time,card_id,id,topic,raw,column,row
2025-08-13 05:40:01.418,697b,48,/row/5/column/1/id/48/reader/response,03030c03843d3c47697b0100000000b2d8,1,5
2025-08-13 05:40:01.523,697b,48,/row/5/column/1/id/48/reader/response,03030c03843d3c47697b0100000000b2d8,1,5
2025-08-13 05:40:01.627,697b,48,/row/5/column/1/id/48/reader/response,03030c03843d3c47697b0100000000b2d8,1,5
2025-08-13 05:40:01.661,6974,83,/row/7/column/12/id/83/reader/response,03030c03843d3c4769740100000000b227,12,7
2025-08-13 05:40:01.704,6974,83,/row/7/column/12/id/83/reader/response,03030c03843d3c4769740100000000b227,12,7
2025-08-13 05:40:01.790,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:40:01.882,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:40:02.000,6974,105,/row/9/column/10/id/105/reader/response,03030c03843d3c4769740100000000b227,10,9
2025-08-13 05:40:02.095,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:40:02.214,697b,36,/row/4/column/1/id/36/reader/response,03030c03843d3c47697b0100000000b2d8,1,4
2025-08-13 05:40:02.244,697b,36,/row/4/column/1/id/36/reader/response,03030c03843d3c47697b0100000000b2d8,1,4
2025-08-13 05:40:02.277,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:40:02.365,697b,36,/row/4/column/1/id/36/reader/response,03030c03843d3c47697b0100000000b2d8,1,4
2025-08-13 05:40:02.382,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:40:02.442,6974,94,/row/8/column/11/id/94/reader/response,03030c03843d3c4769740100000000b227,11,8
2025-08-13 05:40:02.484,6974,94,/row/8/column/11/id/94/reader/response,03030c03843d3c4769740100000000b227,11,8
